PRODUCT_NAME,MATERIAL DESCRIPTION
GROS 100MG/16.7 MLINJ 1,GROS 100 MG INJ 1 VIAL
GONLIX 150 MG TAB 10Tabs,GONLIX 150 MG TABLET 10x10T
MVISTA CAP 10S 3X10,MVISTA CAPSULES
SEVCAR 400MG 1X10TAB,SEVCAR-400 TABLETS
AMARYL MV 2MG. 115,AMARYL MV 2MG TABLET 10x15T
GALOP-10 TAB. 10S,GALOP 10 MG TABLETS
ROSUVAS EZ TABS 20MG 10,ROSUVAS EZ 20 MG TABLET 1x10T
VYLDA OD 100 MG TAB 15S,VYLDA OD 100 TABLETS
ASOMEX 1.25 MG.TAB 10TAB,ASOMEX 1.25 MG TABLET
LIF-TAZ INJ. 1VAIL,LIFTAZ 1.0 GM INJECTION
CONSIVAS ASP TAB 10 S,CONSIVAS ASP CAPSULES
XPLODE POWDER 200GM NOS,XPLODE POWDER 200 GM
ENHEMO 500INJ 5ML,ENHEMO 500 INJECTION 5x5ML
NUMLO D 5 TAB 1X15,NUMLO-D 5 TABLET 1x15 T
ATOREC ASP.CAP. 10S,ATOREC ASP CAPSULES
ATOREC GOLD-20 10x1,ATOREC GOLD 20  10X10 C
EXAFIB 10 14 S,EXAFIB 10 TABLET
OLANEX F TAB 110,OLANEX  F TABLETS
EMDIP T80 TAB. 10,EMDIP T80 TABLET
PAUSE XT TAB INC 10TAB,PAUSE-XT TABLETS
AQUAOAT MOISTU 250M,AQUAOAT MOISTURIZING LOTION 250ML
Zoreso Tab 10S,ZORESO TABLET
LOBACOR 5 TABLET 10 TAB,LOBACOR 5 TABLET
SEVCAR -400MG TAB 10 S,SEVCAR-400 TABLETS
TAMLET 2 10S,TAMLET 2 CAPSULES
VYSOV-M 50/850mg 10S,VYSOV-M 50MG/850MG TABLETS
TELSITE AMH TAB 10 s,TELSITE AMH 40 TABLET
CONSIVAS EZ 20 TAB 110,CONSIVAS EZ 20 TABLET
SOMALINX-LAR 30 MG ING,SOMALINX LAR INJECTION 30MG
ELAXIM 30MG,ELAXIM 30
STABOSE M-0.3 TAB 10S,STABOSE M - 0.3 TABLETS
XILIA MP2 TAB 10s,XILIA-MP 2 TABLETS
CLEXANE 20 MG INJ NA,CLEXANE 20MG/0.2ML INJECTION
ATOREC R 10 S,ATOREC R CAPSULES
LASILACTONE 50 TAB 10 TAB,LASILACTONE 50 TABLET 10x10T
CELOL D3 + TAB 10T,CELOL D3 + TABLETS
ROSUVAS-EZ 20 10S,ROSUVAS EZ 20 MG TABLET 1x10T
ACEGABA ME 100 MG TAB 10S,ACEGABA ME 100 TABLET
TICAPLAT 90MG 10S,TICAPLAT 90 TABLETS 6X10 T
SKIZOTUS OD 300MG TAB. 10,SKIZOTUS OD 300 TABLET
SKIZOTUS-50 TABLETS 10S,SKIZOTUS - 50 TABLETS
MYOTOP-450/SR 6,MYOTOP 450 SR TABLETS
ELAXIM 40 MG INJ NA,ELAXIM 40 MG INJ 1 VIAL
CONSIVAS CV 20MG CAP 10CAP,CONSIVAS CV 20 CAPSULE 10x10C
SYNVISC ONE INJECTION 6ML,SYNVISC ONE 48 MG/6 ML INJECTION
ASOMEX LTH 5 10S,ASOMEX LTH 5 TABLETS
BROPHYLE SR TAB 10s,BROPHYLE SR TABLETS
FERRI INJECTION 1UNIT,FERRI INJECTION
CONSIVAS EZ 10 10 S,CONSIVAS EZ 10 TABLET 1x10T
ASOMEX 2.5 MG TAB --,ASOMEX 2.5 MG TABLET
UNMET TAB. 10S.,UNMET TABLET 10x10T
EMTAF-B TAB 30 TAB,EMTAF-B TABLETS
XPLODE POWDER 200gm 200gm,XPLODE POWDER 200 GM
NUSAR ATN TABOF 10 TAB,NUSAR ATN TABLET
CONSIVAS CV 20 CAP 10C,CONSIVAS CV 20 CAPSULE 10x10C
PROXYM ER 200 MG 10 TAB,PROXYM ER 200 TABLETS
Preganza 50 10S,PREGANZA 50  CAPSULES
METPURE XL 12.5MG TABS 1X10,METPURE XL 12.5 TABLET
VINTOR 6000 IU PFS,VINTOR 6000 IU INJ 1 PFS
NUMLO AT TABS,NUMLO-AT TABLET
CITAFINE 1.4G 1VIAL,CITAFINE 1.4 GM INJECTION
TEMSAN 20 CV TAB 10 TAB,TEMSAN - 20 CV TABLETS
XILIA - M 2 FORTE TA 10S,XILIA - M 2 FORTE TABLETS
GALOP 10 110,GALOP 10 MG TABLETS
FERIUM XT TAB 115,FERIUM XT TABLET 10x15T
TEMSAN AM 5 TAB 15 T,TEMSAN AM-5 TABLETS 1X15 T
XPLODE TAB 1 *10TAB,XPLODE TABLET
LASIX 4ML AMP. 10S,LASIX 40 MG/4ML INJECTION
TEMSAN-20MG TAB 1X15,TEMSAN 20 MG TABLETS 10x15T
OROFER FCM 750 MG INJ --,OROFER FCM INJECTION 750MG/15ML
DEXPURE TAB. 1*10,DEXPURE TABLETS
CALONAT XT 10TAB,CALONAT XT TABLET 10x15T
ASOMEX 5MG 1*10,ASOMEX 5 MG TABLET
Nusar 25mg 10tab,NUSAR 25 MG TABLET
NUSAR AM TAB. 110,NUSAR AM TABLET
HOSIT FCM 1GM 1*1,HOSIT FCM INJECTION 1K
EMGRA D TAB TP,EMGRA D TABLETS
SYLATE TAB 250MG 10S 1 9,SYLATE TABLETS 250 MG 10
TAPICEM 4.5GM VAIL 1 VAIL,TAPICEM 4.5 GM INJECTION
FICO-P,FICO P TABLET
VYLDA-M TAB 10 TAB,VYLDA-M 500 TABLETS  1X10 T
CITAFINE 1.4GM INJ VIAL,CITAFINE 1.4 GM INJECTION
TEMSAN -40 TAB 15S,TEMSAN 40 MG TABLETS 10x15T
S NUMLO 2.5MG TAB 15S --,S-NUMLO 2.5 MG TABLET 1x15 T
EMANZEN FORTE TAB 10 T,EMANZEN FORTE TABLET 10 MG
EFCURE-200,EFCURE 200 MG TABLET 30s
ARMOD-150 TAB. 10T,ARMOD-150 TABLETS
VYSOV M 50/500 TAB 10S,VYSOV-M 50MG/500MG TABLETS
HOSIT FCM 1GM INJ VIAL,HOSIT FCM INJECTION 1K
FADVIC 40 TAB 10 TAB,FADVIC - 40 TABLETS
XILIA M1 TABS 10S,XILIA - M 1 TABLETS
OROFER FCM INJ 1K (NET) 1Vail,OROFER FCM  INJECTION 1K
AMARYL MV 1MG TAB (15 15 TAB,AMARYL MV 1MG TABLET 10x15T
GLIPSOV M 20/500 TAB 15s,GLIPSOV-M TABLET 20/500 10X15T
CLET 1GM INJ 1X1,C - LET 1.0 GM INJECTION
POVIZTRA-2.4ML INJ(COLD NO RE,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
COBAFORTE CD3 PLUS TAB 10 S,COBAFORTE CD3 + TABLET
MATERNA-HMG 75IU 1 VIAL Pcs,MATERNA-HMG 75 I.U.
LASILACTONE 50mg Tab 10s,LASILACTONE 50 TABLET 10x10T
LIFTAZ 500MG INJ VAIL,LIFTAZ 500 MG INJECTION
ASOMEX-M 10T,ASOMEX - M  TABLETS 10X10 T
FERIUM 50MG TAB. 10S,FERIUM 50 CHEWABLE TABLET 10
CONSIVIT - B - SOFLETS 10 S,CONSIVIT-B SOFLETS
Metpure Ar 2.5 Tab 10S,METPURE AR 2.5 TABLETS
EMDIP-16 TAB 10S,EMDIP-16 TABLETS 10X10 T
MESALACURE TABLET 1.2GM 1*1,MESALACURE TABLET  1.2GM
EMILDAP 10MG TAB 15,EMILDAP 10 TABLET 1X15T
CONSIVAS CV20 10,CONSIVAS CV 20 CAPSULE 10x10C
TEMSAN 80 CT TAB 10 NOS,TEMSAN 80 CT TABLETS
TEMSAN TRI 40 T 1*10,TEMSAN TRIO 40 TABLET 1X10T
BEZIP D TAB. 10S,BEZIP-D TABLETS
VINTOR 6K IU PFS 1 PFS,VINTOR 6000 IU INJ 1 PFS
ACEGABA 100MG TA 10S,ACEGABA 100 CAPSULE
ASOMEX R TAB 10S,ASOMEX R TABLET
HOSIT D3 TABS 1X10,HOSIT D3 TABLET
EMLEVO 1000MG,EMLEVO 1000 TABLET
TRIOLVANCE 40MG 10S,TRIOLVANCE 40 TABLETS
LOMOH 60 MG INJ 0.6ML,LOMOH 60 MG INJECTION
ASOMEX CL TAB 10,ASOMEX CL TABLETS
CONSIVAS CV 10 110CAP,CONSIVAS CV 10 CAPSULE 10x10C
FERIUM INJ 750MG,FERIUM INJECTION 750MG/15ML
VIZATEX 20 TAB 10S 10S,VIZATEX 20 TABLET
CETAPIN V 0.3MG TAB 15s,CETAPIN V 0.3MG TABLET 10x15T
TEMSAN LNC 625 TAB 10 S,TEMSAN LNC 6.25 TABLET 10x10T
ARMOD 150 TAB 1*10,ARMOD-150 TABLETS
Dexpure Tab 5mg 1*10,DEXPURE TABLET 5 MG
ATOREC 40 MG. 1*10,ATOREC 40 MG TABLET
EMPRI M 12.5/500 10 TAB,EMPRI M 12.5/500 MG TABLET 10x10T
CELOL XT CAP 10CAP,CELOL XT CAPSULES
CISSCURE PFS 2.5,CISCURE  PFS
CEASTRA SB 65 CAP 10CAP,CEASTRA SB CAPSULE 65MG 1x10C
VYSOV 50 TAB 1*14TAB,VYSOV 50 MG TABLETS
CALONAT D3 10*10,CALONAT - D 3 TABLETS
HOSIT L TAB 10TAB,HOSIT L TABLET
MIGITUS 10 TAB. 10S,MIGITUS 10 TABLET
AQUAOAT LOTION 250ML 250ML,AQUAOAT MOISTURIZING LOTION 250ML
ASOMEX M5 TAB 10T,ASOMEX - M 5 TABLETS 10X10 T
SYLATE-T 500 TAB. 10T,SYLATE T 500 TABLET
CORDARONE INJ 150MG 3ML,CORDARONE 150 MG/3ML INJECTION
EXDUO 50 TAB 1* 10,EXDUO 50 TABLET 1x10T
FITJOINT CAPSULES 1X10,FITJOINT CAPSULES
POVIZTRA FLXT2.4MG1 PEN,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
FERIUM XT+SUSPEN 200ML,FERIUM XT + SUSPENSION 200 ML
EXAFIB 10 TAB 14 S,EXAFIB 10 TABLET
TEMSAN 80 1,TEMSAN 80 MG. TABLETS
NUSAR-ATN TABLETS 10S,NUSAR ATN TABLET
RTCARB 100 MCG INJ 1 S,RTCARB INJ 100 mcg/ml
APRUV F TAB 10 TAB,APRUV F TABLET
PAUSE-1000MG INJ 10ML 10 Ml,PAUSE 1000 MG INJECTION
DEXPURE D CAP 10CAP,DEXPURE-D CAPSULES
LIORESAL LIQ.100M 100ML.,LIORESAL LIQUID 100 ML
EMANZEN TABLET 5 MG 10 T,EMANZEN TABLET 5 MG
FICO -SP TAB 10S 10S,FICO SP TABLET
SYLATE M TAB 10TAB,SYLATE M TABLET 500 MG
NUMLO D TAB. 1X15,NUMLO-D TABLET 1X15 T
UREADERM MOIST. 20% CR 100GM,UREADERM MOISTURIZING CREAM 20% 100GM
GALACT GRANS-ELAICHI 400GM,GALACT GRANULES 400GM ELAICHI
ASOMEX-TM-2.5 MG TAB 15 S,ASOMEX - TM TABLETS 1X15T
EMAMZEN-D TAB 10S,EMANZEN D TABLET
XILIA-M2 FORTE TABLET 10TAB,XILIA - M 2 FORTE TABLETS
VINTOR-2K,VINTOR 2000 IU INJ 1 PFS
DAONIL 5MG TAB 1*1O,DAONIL TABLETS
RELUDRO TABS 10S PCS,RELUDRO TABLET 10T
INFEN INJ. 2 ML-1s,INFEN INJECTION
TEMSAN H 80MG TAB 1*15,TEMSAN 80 H TABLETS 1X15T
DEXPURE 5MG TAB 1X10,DEXPURE TABLET 5 MG
TEMSAN 80MG 15TAB,TEMSAN 80 MG TABLETS 10x15T
Pause 500 Mg Inj 05 Ml,PAUSE INJECTION
TICAPLAT - 90 TAB,TICAPLAT 90 TABLETS 6X10 T
CELOL D3 GRANULES 1GM,CELOL - D 3 GRANULES
MESALACURE 1.2GM TAB 10S,MESALACURE TABLET  1.2GM
EMANZEN 2.5 TAB. 10,EMANZEN TABLET 5 MG
DARBECURE 40MCG 1,DARBECURE 40 INJECTION PFS
CARDACE H 10MG. 1 *15,CARDACE H 10 TABLET 10x15T
VYLDA D-100/10 10,VYLDA D100/10 TABLET 1X10T
TEMSAN AM 2.5/40MG STRIP OF 15 TABLETS,TEMSAN - AM TABLETS 1X15T
DABITRA-150MG,DABITRA 150 CAPSULES
Gazin M Tab.,GAZIN M TABLET
CELOL MAX TAB 10,CELOL MAX CAPSULES
SILURI 4 CAP 10S 10,SILURI  4 CAPSULE
METPURE XL 12.5 1X10TAB,METPURE XL 12.5 TABLET
CEASTRA 200 10CAP PCS,CEASTRA 200 CAPSULES 10X10C
EPITRIL 0.25 MG TA 10,EPITRIL 0.25 MG TABLET
HOSIT TABS 10T,HOSIT TABLET
UREADERM 10 MOIST 100GM,UREADERM MOISTURIZING CREAM 10% 100GM
ASOMEX 2.5MG 10TAB PCS,ASOMEX 2.5 MG TABLET
OROFER S-200 INJ 10ML,OROFER S 200 INJECTION 10 ML
RELUDRO TABLETS,RELUDRO TABLET 10T
NUSAR 50 1*10,NUSAR 50 MG TABLET
CONSIVAS EZ 10 10 T,CONSIVAS EZ 10 TABLET 1x10T
ASOMEX 1.25MG,ASOMEX 1.25 MG TABLET
ASOMEX M 5 10,ASOMEX - M 5 TABLETS 10X10 T
DYDROFEM TABS 30S,DYDROFEM TABLET 1X30T
EMANZEN FORTE 10MG T 10 TAB,EMANZEN FORTE TABLET 10 MG
ATOREC F 10-160 TAB 1*10,ATOREC F 10/160 MG TABLET 10X10
TAVIN-LN KIT 3*1,TAVIN LN KIT 5X6 KIT
EMANZEN FORTE TAB 10s 10s,EMANZEN FORTE TABLET 10 MG
ROSUVAS EZ 40 TAB (EMCURE) 10T,ROSUVAS EZ 40 TABLET 1x10T
FM-ACTIVE TAB,FM ACTIVE TABLETS
EMSITA-TRIO FORTE 10/s,EMSITA TRIO FORTE TABLET 1x10T
SYLATE 250MG TAB 1X10,SYLATE TABLETS 250 MG 10
TAXOTERE 80 MG VIAL,TAXOTERE 80 MG/4ML INJECTION
MONOBACT 375MG INJ 1 VAIL,MONOBACT 375 INJECTION
ATOREC -20MG TABLE 10S,ATOREC 20 MG TABLET
SUSTIMAX 10TA,SUSTIMAX TABLETS
PROXYM XT TAB. --,PROXYM-XT TABLETS
CEASTRA 100 MG 7S 10X7,CEASTRA 100 CAPSULES 10X10C
FERRI-100MG INJ 5ML,FERRI-100 INJECTION
EMPRI M 12.5/500 MG TAB 10*10 T 10*10 T,EMPRI M 12.5/500 MG TABLET 10x10T
INFEN- P TAB 1*10,INFEN P TABLETS
FERIUM INJECTION 1 K (1GM/20ML) 1S 1 VIAL,FERIUM INJECTION 1K (1GM/20ML)
EMLUZ LOTION 15ML 10X15ML,EMLUZ LOTION
FULL-365 CAP --,FULL 365 CAPSULES
CARDACE 10MGN 1X10TAB,CARDACE 10 MG TABLET 10x15T
AMARYL 1MG TABLET 1*30,AMARYL 1MG TABLET 10x30T
FERIUM CHEW 100MG,FERIUM CHEWABLE 100 MG TAB 10X10 T
XGRAST INJ 300 MCG/0.5ML PFS 1 INJ,XGRAST  INJ 300 MCG/0.5 ML PFS
ELAXIM 40 INJ (-2-8 C),ELAXIM 40 MG INJ 1 VIAL
TRIOPTAL 600 10S,TRIOPTAL 600 TABLET
TELSITE-H-40MG 10 S,TELSITE H 40 TABLET 10x10T
DEXPURE-10MG TAB,DEXPURE TABLETS
VIANCA 30TAB,VIANCA TABLETS 1X30 T
NUCORIL-5 30S,NUCORIL - 5 TABLETS 1X30 T
RITUXEM 500MG INJ.,RITUXEM 500MG/50ML
STROCOZ 500MG TAB,STROCOZ 500 TABLETS
OROFER XT-DHA 1X1KIT,OROFER XT-DHA 7 X 1 KIT
TAVIN TAB. 1*30TAB.,TAVIN TABLET
INFEN GEL. 30G,INFEN GEL 30 GM
NUMLO TM TAB 10;S,NUMLO-TM TABLETS
NUMLO-TM TAB 10 T,NUMLO-TM TABLETS
FERIUM SYP 200 ML,FERIUM SYRUP 150 ML
CONSIVAS-10MG TABLET 10S,CONSIVAS 10 MG TABLET 10X10
EMPRI L 10/5MG TAB 10S 0,EMPRI L 10/5MG TABLET 10x10T
TOPERIZONE D TAB 10S,TOPERIZONE D TABLET
EMILDAP TRIO 10TAB,EMILDAP TRIO TABLET 1x10T
PROXYM GEL. 30GM*,PROXYM GEL 30 GM
OXA 50MG INJ,OXA 50 MG INJ 1 VIAL
EMCLOZ 0.5MG 10 TAB,EMCLOZ 0.5MG TABLET
PRADIL 150 TAB 5X2X10S,PRADIL 150 TABLETS
INFEN OD 50MG 10T 10T,INFEN OD TABLETS
SANOXABAN 2.5 10s,SANOXABAN 2.5 MG TABLET 10x10T
ARMOD 150MG TAB 15TAB,ARMOD-150 TABLETS 1 x 15 T
ASOMEX OH TAB 1*10 TAB,ASOMEX OH TABLETS
PREGANZA D 50/20 CAPS 10,PREGANZA D 50/20 CAPSULE 1x10C
TEMSAN TRIO 40MG 10s,TEMSAN TRIO 40 TABLET 1X10T
TEMSAN CT TAB 10 TAB,TEMSAN CT TABLETS
NUMLO-10MG TAb 10tab,NUMLO TABLET 2.5 MG
CARDACE-5. TAB. 10TAB,CARDACE 5 MG TABLET 10x15T
ASOMEX LT 15CAP,ASOMEX LT TABLET 1X15T
COPEGUS TABLETS 1*1,COPEGUS TABLETS 1X42 T
CLEXANE 80MG/0.8ML INJ PFS,CLEXANE 80MG/0.8ML INJECTION
Zilarbi Ct 25 10S,ZILARBI CT 25 TABLETS
GROS 100MG INJ 1X1,GROS 100 MG INJ 1 VIAL
AQUAOAT MOISURIZING CR 100GM,AQUAOAT MOISTURIZING CREAM 100 GM
ATAZOR R TAB,ATAZOR-R TABLETS 1x30 T
EMSULIDE TAB 1X10TAB 1X10TAB,EMSULIDE TABLET
DARBECURE 40 EMG014,DARBECURE 40 INJECTION PFS
PREPIXA 2.5MG TAB 10 TAB,PREPIXA 2.5 TABLET 1X10T
NUSAR H TAB 1*10TAB,NUSAR H TABLET
SYLATE 250 MG 10TAB,SYLATE TABLETS 250 MG 10
STROCOZ 250MG INJ 4ML 4ML,STROCOZ-4 INJECTION
TICAPLAT 90 TAB 10 CAP,TICAPLAT 90 TABLETS 6X10 T
ATOREC GOLD 20 10T 10T --,ATOREC GOLD 20  10X10 C
NULO40 LOMOH-40MG 1VAIL,LOMOH 40 MG INJECTION
ELAXIM 40MG INJ KIT,ELAXIM 40 MG INJ 1 VIAL
UREADERM 10% MOIST. 100GM,UREADERM MOISTURIZING CREAM 10% 100GM
EMGRAST M 500MG INJ 1,EMGRAST M 500 INJECTION
Sylate M Tab. 10S,SYLATE M TABLET 500 MG
XILIATRIO-1 TAB. 1X10,XILIA TRIO - 1 TABLETS
VINGRAF - 0.5 CAPSULES 10 CAP,VINGRAF 0.5 CAPSULES
PROXYM-XT TABLETS 10 T,PROXYM-XT TABLETS
EMSITA TRIO FORTE TAB 10S NOS,EMSITA TRIO FORTE TABLET 1x10T
NEUAL 10 TAB 1*10,NEUAL-10 TABLETS
CELOL D3 . 1 X15,CELOL - D 3 CAPSULES
OLMEGARD H TABS 10S 10S,OLMEGARD H TABLET
EXHEP PEN CARTRIDGE,EXHEP PEN CARTRIDGE 300MG/3ML
TAB.BACTICURE-250 EMCURE XENNEX,BACTICURE 250 TABLETS 1X10 T
POVIZTRA FLXT 0.25MG 1.5ML INJ 1S,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
ENCICARB INJ 100MG# 2ML,ENCICARB INJECTION 100MG/2ML
EMTOFA XR 11 TAB 1*10,EMTOFA XR 11MG TABLET 1x10T
EMCORIL-DX SYRUP 100ML,EMCORIL DX SYRUP 100 ML
FERIUM INJECTION 500MG 500MG,FERIUM INJECTION 500MG
XPLODE SYRUP 150ML.,XPLODE SYRUP 150 ML
FULL 365 SYRUP 100 ML,FULL 365 SYRUP 100 ML
IMINORAL 50 CAP 5S 6x5,IMINORAL - 50 CAPSULES
EMPRI 10MG 10,EMPRI 10MG TABLET 10x10T
ARIPITEX 20MG TAB 1X10TAB,ARIPITEX 20 MG TABLET
EMPRI 10mg TAB 10s,EMPRI 10MG TABLET 10x10T
CONSIVAS EZ 10MG TAB 10,CONSIVAS EZ 10 TABLET 1x10T
CONSIVAS GOLD 10 CAP 10s,CONSIVAS GOLD 10 CAPSULES 10X10C
PAUSE INJECTION * 5ML,PAUSE INJECTION
SANOXABAN-2. 5mg TABS,SANOXABAN 2.5 MG TABLET 10x10T
CONSIVAS CV 20 CAP 10S 10 S,CONSIVAS CV 20 CAPSULE 10x10C
XGRAST 300 MCG 1 PFS,XGRAST 300 MCG INJ 1 PFS
ATOREC-10 MG TAB 10; TAB,ATOREC 10 MG TABLET
GALOP PLUS 10MG 10TAB PCS,GALOP PLUS-10 TABLETS
EMFOLIC - DHA 15 S,EMFOLIC-DHA CAPSULES
NUMLO D 2.5MG TAB 10 S,NUMLO-D TABLET
TEMSAN BS 2.5MG TAB TAB,TEMSAN BS 2.5/40 TABLET 10x10T
ZORESO D 10 S,ZORESO D CAPSULE
DAPAGZA L 10/5 TABLET 10 T,DAPAGZA L 10/5 TABLET 10x10T
EMPROGEST SR 400 TAB 0,EMPROGEST SR 400 TABLET
ZEMCIFER- XT TAB,ZEMCIFER  XT TABLETS
FERIUM CHEWALE TAB 1X10,FERIUM CHEWABLE TABLETS 10X10 T
METPURE XL-50 10X10 10,METPURE XL 50 MG TABLET 10X10
CARDACE AM 10/5mg15S --,CARDACE AM 10 TABLET 10x15T
ARMOD 150 TAB 10S,ARMOD-150 TABLETS
NUMLO D 5 15s,NUMLO-D 5 TABLET 1x15 T
TEMSAN H TAB 15 S 0,TEMSAN H TABLETS 1X15 T
SANOXABAN 2.5MG TAB 10S 10S,SANOXABAN 2.5 MG TABLET 10x10T
ADBETA 12.5MG TAB. 1*14T,ADBETA TABLETS 12.5 MG
COBAFORTE CD3 PLUS TAB 10S,COBAFORTE CD3 + TABLET
TELSITE- AM- MG TAB 10 S,TELSITE AM TABLET 10x10T
POVIZTRA FLEXTOUCH 0.5 UNIT,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
Infen Gel. 30gm.,INFEN GEL 30 GM
METPURE H 50TAB 10S,METPURE H 50 TABELTS
SYNVISC ONE PF SYRIN PFS,SYNVISC ONE 48 MG/6 ML INJECTION
VIROPIL TAB 1*30,VIROPIL TABLET 1X30T
COLIST 3 INJ 1 VIAL,COLIST 3 INJECTION
CEASTRA XL 100 7 S,CEASTRA XL-100 CAPSULES
EXDUO 50 TAB 10S NOS,EXDUO 50 TABLET 1x10T
VYLDA M 1000MG TA 10S,VYLDA-M 1000 TABLETS 1X10 T
OLANEX-F TAB --,OLANEX  F TABLETS
CARDACE METO 2.5 10 S(AS301) Strength,CARDACE METO 2.5 TABLET 10x10T
M CONSIVAS 5 TAB 10,CONSIVAS-5 TABLETS
CETAPIN XR 1000MG TABLET 10X15T 1X15,CETAPIN XR 1000MG TABLET 10x15T
VINGRAF 0.5 MG CAP. 10 S,VINGRAF 0.5 CAPSULES
TEMSAN H TAB 15S,TEMSAN H TABLETS 1X15 T
SEVCAR-400 TAB 10T,SEVCAR-400 TABLETS
XILIA M2 FORTE TAB,XILIA - M 2 FORTE TABLETS
TEMSAN 80 MG TAB. 10 TAB.,TEMSAN 80 MG. TABLETS
CETAPIN V0. 3,CETAPIN V 0.3MG TABLET 10x15T
CARDACE AM 5/5MG 10TAB,CARDACE AM 5 TABLET 10x15T
PEGEX INJ 0.6ML,PEGEX 6 MG INJ 1 PFS
TEMSAN BS 2.5 10,TEMSAN BS 2.5/40 TABLET 10x10T
ESLICAR 800 10S 5X10,ESLICAR  800 TABLETS
SKIZOTUS-50 TAB --,SKIZOTUS - 50 TABLETS
FORSMART-200 PULMOCAPS,FORSMART-200 PULMOCAPS 1X14C PS-BULKPACK
ESLICAR-400 TAB. 10S,ESLICAR  400 TABLETS
ZOMITAC TABLETS 1X10,ZOMITAC TABLET 10
NUMLO-D 5 TABS 1X10,NUMLO-D 5 TABLET
XILIA-MP1 TAB. 10S,XILIA-MP 1 TABLETS
PROXYM ER TAB 15  S,PROXYM ER TABLET 1X15T
CONSIVAS -F 10/160 T 1010S,CONSIVAS-F10/160 TABLETS
SEMI XILIA MP2 TABLET 1*10,SEMI XILIA MP 2 TABLETS
HOSIT FE TAB 10 tab,HOSIT FE TABLETS
MATERNA R-FSH 75 IU INJ 1UNIT,MATERNA R-FSH 75 IU INJECTION
CETAPIN XR 500MG TABS,CETAPIN XR 500MG TABLET 11x20T
EPITRIL 0.25 TAB 10,EPITRIL 0.25 MG TABLET
ACEGABA ME 300 TAB 20S,ACEGABA ME 300 TABLETS
ASOMEX-TM 5 TABL 15S,ASOMEX - TM 5 TABLETS 1X15T
TELSITE TAB.20MG 15,TELSITE 20 MG TABLET 10x15T
GALOP PLUS 5 TAB. 10S.,GALOP PLUS-5 TABLETS
EMILDAP TRIO TAB 10S PCS,EMILDAP TRIO TABLET 1x10T
VYLDA OD 100 10TA,VYLDA OD 100 TABLETS
CELOL D3 TAB 15S 15,CELOL - D 3 CAPSULES
DENLAFAX 50 TAB 10S --,DENLAFAX-50 TABLETS
RELUDRO TABLET 10S,RELUDRO TABLET 10T
VINTOR 4000IU PRE FILLED SYRINGE OF 1ML INJECTION,VINTOR 4000 IU INJ 1 PFS
PROCTOSEDYL BD CREAM0 gm,PROCTOSEDYL BD CREAM
DAPAGZA M10/500 TAB 10,DAPAGZA M 10/ 500 1X10T
CONSIVAS F 10/160 MG TAB,CONSIVAS-F10/160 TABLETS
OROFER XT DROPS N,OROFER XT DROPS
HOSIT - FE TAB 10 S,HOSIT FE TABLETS
TENECTASE INJ,TENECTASE
ASOMEX D 5 TAB 1*10(EE161) 1*10,ASOMEX D 5 TABLET
ACEGABA GRS 300 TABLET 10S,ACEGABA GRS 300 TABLET 10T
EMANZEN FORTE 10s,EMANZEN FORTE TABLET 10 MG
TEMSAN BS 5 TAB 10,TEMSAN BS 5/40 TABLET 10x10T
METPURE H 50MG TAB 1*10,METPURE H 50 TABELTS
PAUSE MOUTH/WASH 100 ML,PAUSE MOUTHWASH
TELSITE H 1X10,TELSITE H 40 TABLET 10x10T
THIAKLOR 6.25 TAB. 10S,THIAKLOR - 6.25 TABLETS
EMPRI-M 12.5/1000MG TAB 10S 10 TAB,EMPRI M 12.5/1000MG TABLET 10x10T
ATOREC GOLD 20 TAB10*10 --,ATOREC GOLD 20  10X10 C
GLYREP XL 500 10x1,GLYREP XL 500 TABLET
LASILACTONE 50MG 1X10TA,LASILACTONE 50 TABLET 10x10T
SKIZOTUS 200 TAB 1 X10,SKIZOTUS - 200 TABLETS
LIF-TAZ 250 MG.INJ. 1*VIAL,LIFTAZ 250 MG INJECTION
CARDACE 1.25 MG 15S.,CARDACE 1.25 MG TABLET 10x15T
IMINORAL 50MG CAPS 5S,IMINORAL - 50 CAPSULES
Nucarnit M Tab 10*S,NUCARNIT M TABLET
Emsita MP Tab 10 s 10 s,EMSITA MP TABLET 10x10T
PAUSE 1000MG INJ 1S,PAUSE 1000 MG INJECTION
NUMLO-TM TABS 10S,NUMLO-TM TABLETS
SERTIVA TAB 10 tab,SERTIVA TABLET
S-NUMLO 2.5 TAB 10TAB,S-NUMLO 2.5 MG TABLET
TEMSAN 80 CT TABLET 10,TEMSAN 80 CT TABLETS
EMPROGEST 200MG CAPS. 10 S.,EMPROGEST-200 CAPSULE
CONSIUM 100MG INJ VIAL,CONSIUM 100(CARMUSTINE FOR INJ.)
PAUSE 1000 TAB 10 CA,PAUSE 1000 TABLETS 10x10T
TEMSAN BS 40/2.5 1*10 --,TEMSAN BS 2.5/40 TABLET 10x10T
CEASTRA 200MG CAP 10 CAP,CEASTRA 200 CAPSULES 10X10C
NUCARNIT 500 MG 10 *10,NUCARNIT 500 TABLET
