PRODUCT_NAME,MATERIAL DESCRIPTION
CONSIVAS-10 D3,CONSIVAS-10 D3 TABLETS
ENHEMO1000INJ 10ML,ENHEMO 1000 INJECTION 1x10ML
IMINORAL 100 MG C 5 CAP,IMINORAL - 100 CAPSULES
ROSUVAS EZ 20 10s 10X10,ROSUVAS EZ 20 MG TABLET 1x10T
TEMSAN 20 MG 1*10,TEMSAN 20 MG. TABLETS
FERIUM XT SYP 200ML --,FERIUM XT + SUSPENSION 200 ML
AMARYL 1 MG TAB 30 S 30 S,AMARYL 1MG TABLET 10x30T
MVISTA CAPSULES 10*3TAB,MVISTA CAPSULES
EMLETRA TAB 30x1,EMLETRA TABLETS
GALACT CAPSULES 1X30,GALACT CAPSULES 1x30C
ZILARBI CT 25 TAB 110,ZILARBI CT 25 TABLETS
ZILARBI 80MG TAB --,ZILARBI 80 TABLET
OROFER DROPS 15,OROFER DROPS 15 ML
EMLEVO 500 TABXXX --,EMLEVO 500 TABLET
FERIUM XT 15TAB Pcs,FERIUM XT TABLET 10x15T
EPITRIL 0.5 MG TAB,EPITRIL 0.5 MG TABLET
FITJOINT MAX CAP 10s,FITJOINT MAX CAPSULES
FERIUM CHEW TAB 10S,FERIUM CHEWABLE TABLETS 10X10 T
EMDYDRO TAB. 10,EMDYDRO TABLET 1X10T
DENMAB 60 INJ. 1S,DENMAB INJECTION 60 MG/ML
BPMET-H TAB 10 S,BPMET-H TABLETS
CELOL XT-1X15 10X15,CELOL XT CAPSULES
HOSIT XT TAB 10 TAB,HOSIT-XT CAPSULES
ZEMCIFER CHEWABLE 10tab,ZEMCIFER TABLETS
NUMLO-M TAB. 10S,NUMLO-M  TABLETS 10X10 T
VYLDA-OD-50 TAB 10,VYLDA OD 50 TABLET 1X15T
PROXYM 300 10TAB,PROXYM 300 TABLETS
OLMEGARD-20 TAB 1*10,OLMEGARD 20 TABLET
SYNVISC ONE INJ 6ML,SYNVISC ONE 48 MG/6 ML INJECTION
XILIA M 2 FORTE TABLET 10S,XILIA - M 2 FORTE TABLETS
VICARE TOTAL CAPS 10CAP,VICARE TOTAL CAPSULE 1x10C
EOPTAL 150MG-TAB 1X10,EOPTAL 150 MG TABLET 10X10
Tenectase vial,TENECTASE
CARDACE METO 5 TAB 10x10,CARDACE METO 5 TABLET 10x10T
TARGOCID 200MG INJ 1VIAL --,TARGOCID 200 MG/3 ML INJECTION
TENECTASE 20 MG INJ,TENECTASE
EMSITA 100 MG 10TAB.,EMSITA 100 MG TABLET 1X10T
EMLEVO-500 TAB. 10S,EMLEVO 500 TABLET
EMSTAR 1.0GM INJ VIAL,EMSTAR 1 GM INJ 1 VIAL
SANOXABAN 5 TAB 01X10,SANOXABAN 5 MG TABLET 10x10T
ASOMEX D5 TAB 10S,ASOMEX D 5 TABLET
DABITRA 110 CAP 1S,DABITRA 110 CAPSULES
EXHEP 60 MG 1PFS,EXHEP 60 INJECTION
FERIUM D3 TAB. 1*10T,FERIUM D3 TABLET
MATERNA- HMG 150 IU VIAL,MATERNA-HMG 150 I.U.
S-NUMLO 2.5 MG TAB 10TAB,S-NUMLO 2.5 MG TABLET
CETAPIN XR 1000MG TAB 1X20,CETAPIN XR 1000MG TABLET 10x15T
INFEN SPRAY 35 GM 35 GM,INFEN SPRAY 35 GM
TASPIANCE INJ 180MCG/0.05 VIALS,TASPIANCE INJ 180 MCG/0.5ML PFS
TEMSAN BS 40/5 TAB 10 S,TEMSAN BS 5/40 TABLET 10x10T
FERIUM XT (+) SYP 200ML,FERIUM XT + SUSPENSION 200 ML
METPURE TEL 40 1*10,METPURE TEL 40 TABLETS
E-TEL-H TAB 10TAB,E - TEL H TABLETS
EMPRI M 12.5/1000 1*10TAB,EMPRI M 12.5/1000MG TABLET 10x10T
SEVCAR 800MG TABLETS 10TABS,SEVCAR-800 TABLETS
NUCARNIT-F-TAB 10TAB,NUCARNIT-F TABLET
GLIPSOV TAB. 15TAB.,GLIPSOV TABLETS 10X15T
IMINORAL 100MG CAPS 1*5CAP.,IMINORAL - 100 CAPSULES
CARDACE H 2.5 MG 15,CARDACE H 2.5 TABLET 10x15T
CELOL D3 GRANULES SACHET,CELOL - D 3 GRANULES
EMTUX 100 MG/10 ML 1,EMTUX 100MG/10ML
TRI OLVANCE 40MG 1*10,TRIOLVANCE 40 TABLETS
EMPRI 25mg 10s,EMPRI 25MG TABLET 10x10T
AMARYL M FORTE 1MG TAB 1X15TAB,AMARYL M FORTE 1MG TABLET 10x15T
OROFER XT TABLET 10,OROFER XT TABLET
POVIZTRA FLXT 0.5mg 1.5ml 1,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
ACEGABA ME 100MG TAE 1X10,ACEGABA ME 100 TABLET
EMSITA GM 50/1/500 TABLET 10 T,EMSITA GM 50/1/500 TABLET 10x10T
COBAFORTE CD3 XL 10S,COBAFORTE CD3 XL TABLET 10T
OROFER SYP 1*150ml,OROFER SYRUP 150 ML
Infen gel 30gm,INFEN GEL 30 GM
VINGRAF 0.5 CAP 1*10 STP,VINGRAF 0.5 CAPSULES
RIFACLEAN 200 TAB 1*10,RIFACLEAN  200 TABLET
TELSITE AMH 40 TAB,TELSITE AMH 40 TABLET
TELSITE AM TAB 40+5MG 10S,TELSITE AM TABLET 10x10T
SKIZOTUS-100 TABS,SKIZOTUS - 100 TABLETS
AMARYL 1MG TAB 30S 30 S,AMARYL 1MG TABLET 10x30T
UNMET TAB. 10S,UNMET TABLET 10x10T
SOLGLO CREAM 30G 30G,SOLGLO CREAM 30 GM
TRIOPTAL 300MG TABS 10S,TRIOPTAL 300 TABLET
VYLDA D 100/5 110,VYLDA D100/5 TABLET 1X10T
INFEN PLASTER 1X7 PCS,INFEN PLASTER 1X7
APRUV 2.5MG TAB.,APRUV-2.5 4X5X10 T
EMILINZ M 5/1000 10 S,EMLINZ M5/1000 TABLET 10x10T
EMSITA M SR100/500,EMSITA M SR 100/500 TABLET 1x10T
POVIZTRA 0.25 FLEXTOUCH 1.5ML,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
STABOSE 0.2 TAB 1X10,STABOSE - 0.2 TABLET
EOPTAL 150MG TABS. 10S,EOPTAL 150 MG TABLET 10X10
HOSIT FCM 500MG/10ML INJ 500MG/10,HOSIT FCM INJECTION 500MG/10ML
Zilarbi 80mg Tab 10 S,ZILARBI 80 TABLET
OROFER SYRUP 1X,OROFER SYRUP 150 ML
ZILARBI 40 10S,ZILARBI 40 TABLET
ESGABA -150 CAPS 10s,ESGABA 150 CAPSULES
CARDACE 2. 10,CARDACE 2.5 MG TABLET 10x15T
MIRCERA 75MCG/0.3ML,MIRCERA 75MCG/0.3ML INJECTION
EMSITA TRIO-FORTE TAB. 110,EMSITA TRIO FORTE TABLET 1x10T
INFEN 25 TABS 10s,INFEN - 25 TABLETS
SKIZOTUS 300MG 10T 10T,SKIZOTUS - 300 TABLETS
VYLDA D 100/1010 T,VYLDA D100/10 TABLET 1X10T
GABA HOSIT TAB 10*10,GABA HOSIT TABLET
NORMET R SACHET 1SECH.,NORMET R SACHET
EMSTAR 500 MG VIAL,EMSTAR 500 MG INJ 1 VIAL
MATERNA HMG HP 1200 IU,MATERNA HMG HP 1200 IU/4ML MD
ASOMEX-TM 5MG TAB 1X10,ASOMEX - TM 5 TABLETS
COBAFORTE CD 3 XL CAP 110,COBAFORTE CD3 XL TABLET 10T
SIMSTAT 20MG TAB 10S,SIMSTAT 20 MG TAB 10
VICARE 1-CREAM 1X30GM 1X30GM,VICARE I-CREAM 1x30GM
NUCARNIT-F TABS 10 S,NUCARNIT-F TABLET
DILPRA OD 750 1 *10,DILPRA OD 750 TABLETS
STROCOZ SYRUP 60 ML 1X60 M 60ML,STROCOZ SYRUP 60 ML
EMPRI-M 12.5/500 TA,EMPRI M 12.5/500 MG TABLET 10x10T
XILIA-MP1 1*10,XILIA-MP 1 TABLETS
ARMOD 150 15 TAB,ARMOD-150 TABLETS 1 x 15 T
Ferium XT tab 15s,FERIUM XT TABLET 10x15T
FLAWLIZO MICRO 04 1 15GM,FLAWLIZO MICRO 0.04% GEL 15GM TUBE PACK
PROXYM ER-200 15S,PROXYM ER 200 TABLETS 15 T
EXHEP 20 INJ 1 PFS Pcs,EXHEP 20 INJECTION
RIFACLEAN 400MG TAB 10S,RIFACLEAN  400 TABLET
EMANZEN FORTE TABLET 10MG 10S,EMANZEN FORTE TABLET 10 MG
SKIZOTUS 300 10TAB,SKIZOTUS - 300 TABLETS
LASIX 40MG TABLET 15 S,LASIX 40 MG TABLET 80x15T
LAZID-N TAB 60 ;S,LAZID N TABLET 1x60 T
ATOREC 80MG TAB 10,ATOREC 80 MG TABLET
NUMLO TMH TAB 10*10,NUMLO TMH TABLET 10x10T
ELAXIM 30MG INJ 1 S,ELAXIM 30
METPURE H TABLET 10T,METPURE H TABLET
XILIA-M 2 TAB. 110,XILIA - M 2 TABLETS
CONSIVAS CV 20 MG TAB,CONSIVAS CV 20 CAPSULE 10x10C
EXHEP PEN REUSABLE 1 S,EXHEP PEN REUSABLE 1X1
CARDACE AM 2.5 15S,CARDACE AM 2.5 TABLET 10x15T
OROFER CAPSULE 10 NOS 10 NOS,OROFER CAPSULES
METPURE-AM 2.5MG TABS,METPURE AM 2.5 TABLETS
REE INJ 5ML 5ml,REE INJECTION 5 ML
TRIOLVANCE 20 1X10TAB 10TAB,TRIOLVANCE 20 TABLETS
EPITRIL 0.25 MG TA 10,EPITRIL 0.25 MG TABLET
EMFOLIC DHA CAP 15 CAP,EMFOLIC-DHA CAPSULES
AMARYL MV-1 1*15,AMARYL MV 1MG TABLET 10x15T
EMSULIDE-TAB 1X10,EMSULIDE TABLET
SEMI XILIA MP1 10,SEMI XILIA MP 1 TABLETS
NUCARNIT 500 TAB TP,NUCARNIT 500 TABLET
NUCORIL 5MG 30S,NUCORIL - 5 TABLETS 1X30 T
TEMSAN-CT 6.25MG TAB 10S,TEMSAN CT-6.25 TABLETS
EMPRIL L 10/5 MG 10S,EMPRI L 10/5MG TABLET 10x10T
POVIZTRA 1 MG FLEXTOUCHPEN 1S,POVIZTRA FLXT 1MG 3ML 1PC COPACK
Temsan LN Tab 10s,TEMSAN LN TABLET 10x15T
HOSIT FE TAB. --,HOSIT FE TABLETS
EMSITA D 100/10 1*10TAB,EMSITA D 100/10 TABLET 1X10T
TEMSAN BS 2.5 TAB 10TAB,TEMSAN BS 2.5/40 TABLET 10x10T
EMANZEN-FORTE TAB 110,EMANZEN FORTE TABLET 10 MG
OROFER-S 200 INJ 1VOIL,OROFER S 200 INJECTION 10 ML
CEASTRA XL 200 CAP 7S 7S,CEASTRA XL-200 CAPSULES
XILIA M1 TAB X10,XILIA - M 1 TABLETS
CLEXANE 60MG INJ 2X6ML,CLEXANE 60MG/0.6ML INJECTION
METPURE H 50 TABS. 10S,METPURE H 50 TABELTS
TEMSAN TRIO 40 TAB 1 *10TAB,TEMSAN TRIO 40 TABLET 1X10T
ASOMEX R TAB 10S,ASOMEX R TABLET
CEASTRA 200 CAP 15,CEASTRA 200 CAPSULES 10X10C
COLIST INJ AVL --,COLIST INJECTION
OROFER D3 TABLET 10 TAB,OROFER D3 TABLETS 1X10 T
VYLDA-M 500 TABLETS 1X10 T 10,VYLDA-M 500 TABLETS  1X10 T
Asomex Lt 2.5 Tab. 15.S,ASOMEX LT TABLET 1X15T
PROXYM ER 200 TAB 15  S,PROXYM ER 200 TABLETS 15 T
STROCOZ 500 TABLETS 10TAB,STROCOZ 500 TABLETS
EMLINZ M 1000 TAB. 10S,EMLINZ M 1000 TABLET 1x10T
LASIX 40 MG TAB 15TAB,LASIX 40 MG TABLET 80x15T
C- TAZ 1.0GM INJ 1VIAL,C - TAZ 1.0 GM INJECTION
NUACE,NUACE TABLETS 1x30 T
TEMSAN-80-H-TAB,TEMSAN  80 H TABLETS
CEASTRA SB 130 CAP 1*10,CEASTRA SB 130MG 10X10C
CARDACE-AM-10/5 10,CARDACE AM 10 TABLET 10x15T
CARDACE METO 5/50M 10,CARDACE METO 5 TABLET 10x10T
MECOVION TAB 10S,MECOVON CAPS. 10X10C
EXHEP 60 INJ 1*,EXHEP 60 INJECTION
TAB. SEVCAR - 800 BOX,SEVCAR-800 TABLETS
ROSUVAS EZ 40TABLETS 10,ROSUVAS EZ 40 TABLET 1x10T
EMSITA TRIO TABLET 10 S,EMSITA TRIO TABLET 1x10T
FERIUM INJ 750 MG 1*15ML,FERIUM INJECTION 750MG/15ML
GALACT GRENULES 200GM.,GALACT GRANULES
LAXIFAST-SP TAB 10S,LAXIFAST SP TABLETS
DIVRET 1.5MG TAB 10s,DIVRET TABLET 1.5MG
DAONIL TABLESTS 10,DAONIL TABLETS
PREGANZA-D 75/20 CAP 110CA --,PREGANZA D 75/20 CAPSULE 1x10C
EMSITA M 50/1000MG TAB 10,EMSITA M 50/1000 1X10T
XILIA M-2 EMCURE 1*10,XILIA - M 2 TABLETS
Sustinex 60 Tab 1*6,SUSTINEX-60 TABLETS
GALACT GRANULES 400GM ELAI 400GM --,GALACT GRANULES 400GM ELAICHI
PROXYM MR Tab. 1*10T,PROXYM-MR TABLET
SAV-HF 50 TAB,SAV HF 50 TABLET 6x10T
CORDARONE 150 MG. IN 6 X 3ML,CORDARONE 150 MG/3ML INJECTION
EMGRAST M 300 INJ INJ,EMGRAST M 300 INJECTION
INFEN 25MG 10S,INFEN - 25 TABLETS
OSTERI INJ NEEDLES BOX,OSTERI INJECTION NEEDLES
TENECTASE 20MG INJ VAIL,TENECTASE
POVIZTRA 2.4MG FLEXT 3ML,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
LAZID 1 60,LAZID 150/300 MG TABLET 60s
PAXOTUS PLUS 25 1 *10,PAXOTUS PLUS 25 CAPSULE
CETAPIN V 0.3MG TAB 15S --,CETAPIN V 0.3MG TABLET 10x15T
CITAFINE 200MG INJ 1,CITAFINE 200 MG INJ 1 VIAL
EOPTAL 150 TAB 10S 10S,EOPTAL 150 MG TABLET 10X10
EXAFIB 2.5 10 TAB,EXAFIB 2.5 TABLETS
FLAWLIZO A.C MOIST GEL 50ML,FLAWLIZO ACNE CARE MOISTURISING GEL 50M
ARMOD 150MG TAB 1X15,ARMOD-150 TABLETS 1 x 15 T
ASOMEX-LT TAB 1*15T,ASOMEX LT TABLET 1X15T
NUMLO-D5-15 TAB,NUMLO-D 5 TABLET 1x15 T
DARBECURE 25 INJ,DARBECURE 25 INJECTION PFS
OROFER XT  SUSP 1 1S,OROFER XT SUSPENSION 150 ML
NUTIN-7 TAB 1*10,NUTIN-7 TABLET
BISOTRAK-2.5 10,BISOTRAK 2.5 TABLETS
AURICH-100CAPS 10S,AURICH - 100 CAPSULES
CARDACE 2.5MG TAB. 15 S,CARDACE 2.5 MG TABLET 10x15T
IMINORAL 100MG CAP 10S,IMINORAL - 100 CAPSULES
VINTOR 2000 IU/PFS,VINTOR 2000 IU INJ 1 PFS
PAUSE 1000 MG INJ INJ,PAUSE 1000 MG INJECTION
CORALIUM XT TABLETS 15s,CORALIUM XT TABLETS
NUCARNIT F CAPSUL 10S,NUCARNIT-F TABLET
METPURE XL 12.5 TAB 110,METPURE XL 12.5 TABLET
Calonat Xt Tab,CALONAT XT TABLET 10x15T
PREGANZA D 75/20 TAB 10?,PREGANZA D 75/20 CAPSULE 1x10C
HAMSYL 3750 I.U.,HAMSYL
ZOSECTA IV 20MG 1 VAIL,ZOSECTA IV 20Mg.
NUMLO-D 15AB,NUMLO-D TABLET 1X15 T
AMARYL M 1 MG TAB 20 TAB,AMARYL M 1MG TABLET 8x20T
EMRAXI 0.25MG TAB 1*10,EMRAXI 0.25 MG TABLET 1x10T
OBECURE - 2.5 10 S,OBECURE 2.5 CAPSULES
COBASFORTE 500 ING 11,COBAFORTE INJECTION
EMSITA GM 50/2/500 10/s,EMSITA GM 50/2/500 TABLET 10x10T
TRIOPTAL 600 TAB. 10S,TRIOPTAL 600 TABLET
EPITRIL 0.25 TAB 10S,EPITRIL 0.25 MG TABLET
ASOMEX AT 2.5 10TAB,ASOMEX AT 2.5 MG TABLET
TEMSAN 80H TABLET 15 TAB,TEMSAN 80 H TABLETS 1X15T
SEFSTART CAP (1X10) 10,SEFSTART CAPSULES
EMLINZ M 5/1000,EMLINZ M5/1000 TABLET 10x10T
CARDACE MET 5 MG TAB 10S,CARDACE METO 5 TABLET 10x10T
PAUSE XT 10S,PAUSE-XT TABLETS
S-NUMLO 2.5 MG TA 15T,S-NUMLO 2.5 MG TABLET 1x15 T
B LACT 625 TAB 10S,B-LACT 625 TABLET 10T
EPOFER 10000 1,EPOFER 10 000 - PFS
BESTFORM M TAB 1*10TAB 1*10 --,BESTFORM M TABLET 1x10T
ACEGABA-NT 200 15T STRIP,ACEGABA NT 200 TABLET 1x15T
TEMSAN 80MG TAB 15S 15S,TEMSAN 80 MG TABLETS 10x15T
CONSIVAS 40MG 10TAB PCS,CONSIVAS-40 TABLETS
TAPICEM 4.5 GM INJECTION VIAL,TAPICEM 4.5 GM INJECTION
OROFER-S 100 INJ 1*5ML,OROFER S 100 INJECTION
PAUSE MF 10-TABLETS,PAUSE MF TABLET
ASOMEX-M 5 TAB 10TAB,ASOMEX - M 5 TABLETS 10X10 T
PANPURE DSR CAP 110,PANPURE DSR CAPSULES
CETAPIN XR 500 TAB. 1X20,CETAPIN XR 500MG TABLET 11x20T
Emsita M 50/1000 Tab 10s,EMSITA M 50/1000 1X10T
ACEGABA ME 300 TAB 10,ACEGABA ME 300 TABLETS
TELSITE 40MG 10S,TELSITE 40 MG TABLET 10x15T
EXHEP CARTRIDGE,EXHEP PEN CARTRIDGE 300MG/3ML
FCMO INJ 1K 20ML,FCMO INJECTION 1k/20ML
GALACT GRANULES ELAICHI 400g,GALACT GRANULES 400GM ELAICHI
ACEGABA GRS-300 TABS 1X10,ACEGABA GRS 300 TABLET 10T
ATOREC F Tab 10s,ATOREC F 10/160 MG TABLET 10X10
ELAXIM INJ 30MG INJ 30MG,ELAXIM 30
XILIA MP-1 10S,XILIA-MP 1 TABLETS
CETAPIN V 0.2MG TAB 15 15S,CETAPIN V 0.2MG TABLET 10x15T
BPMET XL 50 10TAB,BPMET XL 50 MG TABLET
OROFER-S-200-VIAL VIAL,OROFER S 200 INJECTION 10 ML
EMILDAP M10/500MG TAB 10T,EMILDAP M10/500 1X10T
DYDROFEM TAB 10S --,DYDROFEM TABLETS
SEMI DAONIL 10TAB,SEMI DAONIL TABLETS
TELSITE-20 TAB 15T.,TELSITE 20 MG TABLET 10x15T
ELOXIB 120Mg TAB 10S,ELOXIB TABLET 120 MG
EPITRIL 1 MG TAB NRX 10 S,EPITRIL 1 MG TABLET
FADVIC 40 MG.TAB 10*TAB,FADVIC - 40 TABLETS
TEMSAN 80H 10,TEMSAN 80 H TABLETS 1X15T
TENECTASE 20 MG INJ.,TENECTASE
GLIPSOV TABS 15 S,GLIPSOV TABLETS 10X15T
ACEGABA NT400 15TAB,ACEGABA-NT 400 TABLET 1x15T
PREGANZA 50 CAPSULES 10CAP,PREGANZA 50  CAPSULES
STROCOZ SYP 60 ML 1,STROCOZ SYRUP 60 ML
SERTIVA TABLET 10S,SERTIVA TABLET
CEASTRA-XL 200 7CAP,CEASTRA XL-200 CAPSULES
BENFOTABS 10TABS 10TABS,BENFOTABS
CONSIVAS F 10/160 10S --,CONSIVAS-F10/160 TABLETS
VYLDA M 1000MG TAB 10S 10s,VYLDA-M 1000 TABLETS 1X10 T
TEMSAN-AM-2.5 10S,TEMSAN - AM TABLETS
EMDIP T 80 TAB,EMDIP T80 TABLET
OSTERI INJ 750MCG Amp,OSTERI INJECTION 750 MCG PFS
CEASTRA 200MG 4CAP,CEASTRA 200 CAPSULES 10X10C
ACEGABA GRS 600 TABS 110,ACEGABA GRS 600 TABLET 10T
GALACT GRANULES 400GM KES 1S,GALACT GRANULES 400 GM KESAR
LASILACTONE - 50MG 1*10,LASILACTONE 50 TABLET 10x10T
VICARE I CREAM. 30GMS .,VICARE I-CREAM 1x30GM
ARMOD 150 TAB 10S --,ARMOD-150 TABLETS
NUMLO D 5 MG TABS 10S,NUMLO-D 5 TABLET
PRADIL 150MG TAB 0,PRADIL 150 TABLETS
CARDACE-AM-5/5MG-TAB 15TAB,CARDACE AM 5 TABLET 10x15T
EXHEP PEN CARTRIDGE 300 MG/3L 1 VIAL,EXHEP PEN CARTRIDGE 300MG/3ML
NORMET-R 30 SATCHET SATCHET,NORMET R 30 SACHET
LOMOH=60 1*1,LOMOH 60 MG INJECTION
EMPRI M 12.5/500 MGTAB 10,EMPRI M 12.5/500 MG TABLET 10x10T
ASOMEX-TM 2.5MG 10S,ASOMEX - TM TABLETS
EMILDAP 10 TAB 15 S,EMILDAP 10 TABLET 1X15T
HOSIT FCM INJ. 500MG 10ML,HOSIT FCM INJECTION 500MG/10ML
BRCAONE 100 MG 1*60,BRCAONE 100 MG TABLET 1x60T
EMSITA 50 10T,EMSITA 50 MG TABLET 1X10T
HOSIT PLUS TAB 10 S,HOSIT PLUS CAPSULES
FERIUM XT SYRUP 150 ml,FERIUM XT SUSPENSION
TEMSAN-H/80 Tab 10 s,TEMSAN  80 H TABLETS
CONSIVAS-F10/160 TAB 1*10T,CONSIVAS-F10/160 TABLETS
ZOMITAC DSR CAP 10CAP,ZOMITAC - DSR 10 CAPSULES
TEMSAN-CT-TABS 1*10,TEMSAN CT TABLETS
OROFER S INJ 2.5ML PCS,OROFER S INJECTION 2.5 ML
CARDACE AM 10MG/5MG TAB 15 S,CARDACE AM 10 TABLET 10x15T
TAB VONADAY 30 T,VONADAY 600/300/300 MG TABLET 30s
Ferium XT Drops 15ML,FERIUM XT DROPS 15 ML
EMILDAP GM 10/2/1000 10 TAB,EMILDAP GM 10/2/1000 TABLET 10x10T
ANTIPLAR TABLET 10s,ANTIPLAR TABLETS
CARMADA 50 10t,CARMADA 50 MG TABLET 10x10T
NUSAR ATN 10 TAB,NUSAR ATN TABLET
CELOL D3 CAP.,CELOL - D 3 CAPSULES
OSTERI 600MG PEN 2.4ML,OSTERI INJ.600MCG /2.4MLPEN DEVICE
DILPRA OD 500 MG 10 TAB,DILPRA OD 500 TABLETS
TICAPLAT 60 NA,TICAPLAT 60 TABLET
TICAPLAT 90 MG TAB 10 TAI,TICAPLAT 90 TABLETS 6X10 T
EXDUO 100MG TABS. 10S,EXDUO 100 TABLET 1x10T
INFEN P TABLET 10TAB,INFEN P TABLETS
POVIZTRA 2.4 MG FLEXPEN 3 ML,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
DENMAB INJ 60MG 1PC,DENMAB INJECTION 60 MG/ML
GLIPSOV - M - 20 / 1000 10 S,GLIPSOV-M TABLET 20/1000 10X15T
ZILARBI CN 110,ZILARBI CN TABLETS 1x15 T
EXHEP 40 INJECTION 1 VIAL,EXHEP 40 INJECTION
ZILARBI 80MG TAB 10T(273 ) 0,ZILARBI 80 TABLET
E-TEL 80 H TABS 10S,E - TEL 80 H TABLETS
POVIZTRA FLEXT 1.7MG 3ML IPC COPACK 1ML,POVIZTRA FLXT 1.7MG 3ML 1PC COPACK
FERIUM DROPS 15ML 15ML,FERIUM DROPS 15 ML
OSTERI INJ. NEEDLES --,OSTERI INJECTION NEEDLES
NUMLO TM 2.5MG TAB 15S 15 S,NUMLO-TM TABLETS 1X15 T
ZORESO TAB 10,ZORESO TABLET
FERIUM XT TABLET 15T 15 S,FERIUM XT TABLET 10x15T
OROFER-XT-SYP 1*150ML,OROFER XT SUSPENSION 150 ML
CLEXANE 80MG INJ 1 PFS,CLEXANE 80MG/0.8ML INJECTION
XILIA TRIO 1MG TABLETS 1X10,XILIA TRIO - 1 TABLETS
ASOMEX D 5 TAB 1X10,ASOMEX D 5 TABLET
EFCURE 200 TABLETS 30 S 30 S,EFCURE 200 MG TABLET 30s
SEVCAR 400 SACHET 1S,SEVCAR-400 SACHET
XILIA-M 1 FORTE TAB,XILIA - M 1 FORTE TABLETS
VICARE-I-CREAM 30GM,VICARE I-CREAM 1x30GM
EMZOSIN 10 TAB 10 S,EMZOSIN 10 TABLET
METPURE-TEL 20MG 10 TAB 10 TAB,METPURE TEL 20 TABLETS
Induz Tab 5S,INDUZ TABLETS 1X 5 T
ARMOD-150/// -- 15 TAB,ARMOD-150 TABLETS 1 x 15 T
TELSITE 80MG 15 TAB,TELSITE 80 MG TABLET 10x15T
XGRAST 300 .5ML,XGRAST  INJ 300 MCG/0.5 ML PFS
NORMET-R CAPS 10CAP,NORMET R CAPSULES
NUCARNIT -F 10TAB,NUCARNIT-F TABLET
NUMLO TM TAB 10*10,NUMLO-TM TABLETS
XPLODE POWDER 200GRM 200GRM,XPLODE POWDER 200 GM
TEMSAN LN TAB 15 T,TEMSAN LN TABLET 10x15T
EMSITA TRIO TAB 3 10TAB,EMSITA TRIO TABLET 1x10T
CELOL XT PLUS 10 S,CELOL XT + TABLETS
VYLDA OD 100 TAB. 15 S,VYLDA OD 100 TABLETS
NUMLO-TM 5 TAB 1X15,NUMLO-TM 5 TABLETS 1X15 T
TEMSAN H 40MG TAB 15S 15s,TEMSAN H TABLETS 1X15 T
MIRCERA 50MCG 0.3ML,MIRCERA 50MCG/0.3ML INJECTION
INDUZ CAP 5TABS,INDUZ CAPSULES
IMINORAL 50 CAP 5,IMINORAL - 50 CAPSULES
ASOMEX-M TABLETS 10 S,ASOMEX - M  TABLETS 10X10 T
ELAXIM 30MG VIAL,ELAXIM 30
NUMLO M 5MG TAB 10S,NUMLO-M 5 TABLETS 10X10 T
OROFER FCM 750 VIAL,OROFER FCM INJECTION 750MG/15ML
TEMSAN 80 MG TABLET --,TEMSAN 80 MG. TABLETS
CETAPIN XR 1000MG TABLETS 15TABS,CETAPIN XR 1000MG TABLET 10x15T
EMVASRIN 34MG CAP 10CAPSTRIP,EMVASRIN CAPSULE 10x10C
NUSAR 25 10TAB,NUSAR 25 MG TABLET
TICABEST TAB 10S,TICABEST TABLETS
EMSULIDE-P TAB 10s,EMSULIDE P TABLET 10
CONSIVAS EZ 20 MG TAB 1*10,CONSIVAS EZ 20 TABLET
OLANEX F TAB. 20MG 15TAB 15 TAB,OLANEX  F TABLETS 1 x 15 T
IMINORAL 100MG CAP (EM 1X5,IMINORAL - 100 CAPSULES
TEMSAN TRIO 40 TA 1X10,TEMSAN TRIO 40 TABLET 1X10T
OROFER XT TOTAL TAB 110S PCS,OROFER XT TOTAL TABLET
Sylate T 500mg Tab 10s,SYLATE T 500 TABLET
PAUSE XT 110S T Pcs,PAUSE-XT TABLETS
CONSIVAS BM TAB 1*10TA,CONSIVAS BM TABLET 1x10T
ATOREC GOLD-10 10,ATOREC GOLD 10  10X10 C
EMPROGEST SR 200 TAB-10s,EMPROGEST SR 200 TABLET
SANOXABAN-5MG TAB 10TAB,SANOXABAN 5 MG TABLET 10x10T
OROFER XT DROP NA,OROFER XT DROPS
EPOFER 10000 PFS PCS,EPOFER 10 000 - PFS
TAMLET 4 TAB 10S,TAMLET 4 CAPSULES
ENHEMO 1000 INJ. 1VIAL,ENHEMO 1000 INJECTION 1x10ML
FERIUM XT PLUS SYRUP,FERIUM XT + SUSPENSION 200 ML
EMSITA GM 50/2/500,EMSITA GM 50/2/500 TABLET 10x10T
EMPROGEST EV 200 TABLET 5 Tab,EMPROGEST EV 200 TABLET
DARBECURE 40 INJ 1PFS,DARBECURE 40 INJECTION PFS
EMCLOZ 0.5MG TAB 10 S,EMCLOZ 0.5MG TABLET
DUOSPRAY 1*70MD,DUOSPRAY 70 MD
PROXYM MR TAB 10S,PROXYM-MR TABLET
ZILARBI CT 12.5 TAB 10TAB 10TAB,ZILARBI CT 12.5 TABLETS
EMSITA TRIO 10 TABS,EMSITA TRIO TABLET 1x10T
